,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
417,418,Semi Ojeleye,BOS,25,69,46,23,14.6,3.4,            1.2,            2.8,40.8,            0.7,            1.8,37.8,0.4,0.5,87.5,            0.4,            1.7,            2.1,            0.5,            0.3,            0.3,            0.1,            1.2,            7.6          ,0,0,-0.4
418,419,Kevon Looney,GSW,24,20,6,14,13.1,3.4,            1.5,            4.0,36.7,            0.1,            0.7,7.1,0.5,0.6,75.0,            1.4,            1.9,            3.3,            1.0,            0.6,            0.6,            0.3,            1.7,            11.0          ,0,0,-5.0
419,420,Javonte Green,BOS,26,48,33,15,9.7,3.4,            1.3,            2.6,50.0,            0.2,            0.7,27.3,0.6,0.9,66.7,            0.5,            1.4,            1.9,            0.5,            0.5,            0.5,            0.2,            0.9,            8.1          ,0,0,-0.6
420,421,Rodney McGruder,LAC,28,56,38,18,15.6,3.3,            1.3,            3.2,39.8,            0.4,            1.6,27.0,0.3,0.6,55.9,            0.5,            2.2,            2.7,            0.6,            0.4,            0.5,            0.1,            1.3,            8.9          ,0,0,-0.1
421,422,Ty Jerome,PHX,22,31,16,15,10.6,3.3,            1.2,            3.6,33.6,            0.5,            1.6,28.0,0.4,0.5,75.0,            0.2,            1.3,            1.5,            1.4,            0.6,            0.5,            0.1,            0.9,            8.4          ,0,0,-3.3
422,423,Tacko Fall,BOS,24,7,5,2,4.6,3.3,            1.6,            2.0,78.6,            0.0,            0.0,0.0,0.1,0.4,33.3,            0.1,            2.0,            2.1,            0.1,            0.4,            0.1,            0.6,            1.0,            7.8          ,0,0,1.0
423,424,Carsen Edwards,BOS,22,37,25,12,9.5,3.3,            1.1,            3.5,32.8,            0.6,            2.1,31.6,0.4,0.5,68.4,            0.2,            1.1,            1.3,            0.6,            0.4,            0.3,            0.1,            0.9,            6.7          ,0,0,-1.3
424,425,Evan Turner,MIN,31,19,3,16,13.2,3.3,            1.3,            3.5,37.3,            0.0,            0.3,0.0,0.6,0.7,85.7,            0.4,            1.6,            2.0,            2.0,            1.4,            0.5,            0.4,            1.1,            10.0          ,0,0,-3.4
425,426,Amir Coffey,LAC,23,18,11,7,8.8,3.2,            1.3,            3.0,42.6,            0.3,            1.1,31.6,0.3,0.6,54.5,            0.2,            0.7,            0.9,            0.8,            0.4,            0.3,            0.1,            1.1,            6.2          ,0,0,-0.3
426,426,Chimezie Metu,SAS,23,18,8,10,5.8,3.2,            1.3,            2.3,57.1,            0.0,            0.1,0.0,0.6,0.7,76.9,            0.7,            1.2,            1.8,            0.6,            0.6,            0.2,            0.3,            0.4,            7.2          ,0,0,-0.5
427,428,Jordan Bell,CLE,25,29,8,21,8.8,3.2,            1.2,            2.3,52.2,            0.1,            0.4,33.3,0.7,1.1,61.3,            1.0,            1.8,            2.8,            0.6,            0.7,            0.1,            0.3,            0.7,            8.0          ,0,0,-0.3
428,429,Goga Bitadze,IND,20,54,32,22,8.7,3.2,            1.3,            2.8,46.7,            0.1,            0.8,19.0,0.4,0.6,72.7,            0.5,            1.5,            2.0,            0.4,            0.5,            0.2,            0.7,            1.2,            8.3          ,1,0,-0.3
429,430,Matthew Dellavedova,CLE,29,57,17,40,14.4,3.1,            1.1,            3.1,35.4,            0.4,            1.6,23.1,0.6,0.6,86.5,            0.3,            1.0,            1.3,            3.2,            1.0,            0.4,            0.0,            1.4,            9.5          ,1,0,-0.2
430,431,Paul Watson,TOR,25,10,7,3,8.7,3.1,            1.0,            2.6,38.5,            0.4,            1.2,33.3,0.7,0.9,77.8,            0.2,            1.5,            1.7,            0.8,            0.3,            0.4,            0.1,            0.5,            7.5          ,0,0,3.3
431,431,Rayjon Tucker,UTA,22,20,12,8,8.1,3.1,            1.0,            2.2,46.5,            0.2,            0.9,17.6,1.0,1.2,82.6,            0.2,            0.9,            1.0,            0.3,            0.4,            0.1,            0.1,            0.5,            4.6          ,0,0,-1.2
432,433,Chris Silva,MIA,23,44,27,17,7.9,3.0,            1.1,            1.8,61.5,            0.0,            0.1,0.0,0.8,1.3,67.3,            1.4,            1.5,            2.9,            0.5,            0.7,            0.2,            0.5,            1.9,            8.6          ,0,0,-1.2
433,434,Admiral Schofield,WAS,23,33,9,24,11.2,3.0,            1.1,            2.8,38.0,            0.6,            1.8,31.1,0.3,0.5,66.7,            0.2,            1.2,            1.4,            0.5,            0.2,            0.2,            0.1,            1.5,            6.3          ,0,0,-1.7
434,434,BJ Johnson,ORL,24,10,5,5,8.3,3.0,            0.9,            3.2,28.1,            0.3,            0.9,33.3,0.9,1.0,90.0,            0.3,            1.2,            1.5,            0.3,            0.6,            0.3,            0.0,            0.3,            5.6          ,0,0,-0.9
435,434,Bruno Caboclo,HOU,24,30,11,19,8.1,3.0,            1.3,            3.0,42.7,            0.2,            1.1,18.2,0.3,0.3,88.9,            0.8,            1.2,            2.0,            0.4,            0.4,            0.5,            0.6,            1.0,            8.8          ,1,0,-1.1
436,434,Johnathan Williams,WAS,25,15,7,8,12.0,3.0,            1.3,            2.3,55.9,            0.0,            0.1,0.0,0.5,0.9,53.8,            1.6,            2.7,            4.3,            0.5,            0.3,            0.1,            0.5,            1.1,            10.4          ,0,0,-2.6
437,434,TJ Leaf,IND,23,28,16,12,7.9,3.0,            1.3,            3.1,41.9,            0.2,            0.6,27.8,0.3,0.6,43.8,            0.8,            1.7,            2.5,            0.3,            0.3,            0.4,            0.1,            0.8,            7.7          ,1,0,0.3
438,434,Udonis Haslem,MIA,40,4,3,1,11.0,3.0,            1.0,            2.8,36.4,            0.3,            0.8,33.3,0.8,1.0,75.0,            0.3,            3.8,            4.0,            0.3,            0.3,            0.0,            0.0,            1.5,            7.9          ,0,0,-4.8
439,434,Zylan Cheatham,NOP,24,4,2,2,12.8,3.0,            1.5,            2.3,66.7,            0.0,            0.3,0.0,0.0,0.0,0.0,            0.8,            1.5,            2.3,            0.8,            1.0,            0.3,            0.3,            2.5,            7.3          ,0,0,-7.0
440,441,Jaylen Hoard,POR,21,13,7,6,7.9,2.9,            1.2,            2.5,46.9,            0.0,            0.2,0.0,0.6,1.0,61.5,            1.1,            1.4,            2.5,            0.3,            0.3,            0.4,            0.0,            0.9,            7.2          ,0,0,0.8
441,442,Adam Mokoka,CHI,21,11,3,8,10.2,2.9,            1.1,            2.5,42.9,            0.5,            1.4,40.0,0.2,0.4,50.0,            0.6,            0.3,            0.9,            0.4,            0.2,            0.4,            0.0,            1.5,            5.5          ,0,0,4.5
442,443,Andre Roberson,OKC,28,7,3,4,12.4,2.9,            1.1,            4.1,27.6,            0.4,            2.0,21.4,0.1,0.3,50.0,            1.0,            2.9,            3.9,            0.6,            0.3,            0.1,            0.4,            1.9,            9.8          ,0,0,-0.4
443,443,Tyrone Wallace,ATL,26,14,3,11,11.5,2.9,            1.0,            3.1,31.8,            0.1,            1.1,6.7,0.8,1.2,64.7,            0.2,            1.4,            1.6,            0.9,            0.7,            0.5,            0.1,            1.4,            7.1          ,0,0,-2.3
444,445,John Konchar,MEM,24,19,9,10,9.5,2.8,            1.3,            1.9,64.9,            0.3,            0.5,50.0,0.1,0.1,50.0,            0.9,            1.5,            2.5,            1.2,            0.4,            0.4,            0.2,            0.4,            8.8          ,0,0,1.9
445,446,JR Smith,LAL,34,6,2,4,13.2,2.8,            1.2,            3.7,31.8,            0.2,            1.8,9.1,0.3,0.3,100,            0.0,            0.8,            0.8,            0.5,            0.7,            0.2,            0.0,            0.8,            4.4          ,0,0,-5.8
446,447,Chandler Parsons,ATL,31,5,0,5,10.8,2.8,            1.0,            3.6,27.8,            0.8,            2.8,28.6,0.0,0.0,0.0,            0.2,            1.2,            1.4,            0.6,            0.6,            0.8,            0.2,            0.6,            7.8          ,0,0,-8.0
447,447,Joakim Noah,LAC,35,5,4,1,10.0,2.8,            0.8,            1.6,50.0,            0.0,            0.0,0.0,1.2,1.6,75.0,            1.0,            2.2,            3.2,            1.4,            1.2,            0.2,            0.2,            1.8,            8.7          ,0,0,-3.8
448,447,Justin Anderson,BKN,26,10,6,4,10.7,2.8,            1.0,            3.8,26.3,            0.6,            2.9,20.7,0.2,0.4,50.0,            0.1,            2.0,            2.1,            0.8,            0.4,            0.0,            0.6,            1.3,            7.9          ,0,0,0.3
449,447,Naz Mitrou-Long,IND,26,5,3,2,9.4,2.8,            1.2,            3.4,35.3,            0.4,            2.4,16.7,0.0,0.0,0.0,            0.0,            1.4,            1.4,            1.6,            0.6,            0.2,            0.2,            0.4,            7.5          ,0,0,4.0
450,451,Marial Shayok,PHI,24,4,2,2,7.0,2.8,            0.8,            3.0,25.0,            0.5,            1.5,33.3,0.8,1.0,75.0,            0.3,            1.5,            1.8,            0.3,            0.8,            0.0,            0.3,            1.0,            5.2          ,0,0,-3.3
451,451,Thanasis Antetokounmpo,MIL,27,20,16,4,6.4,2.8,            1.2,            2.4,50.0,            0.0,            0.5,0.0,0.4,0.9,41.2,            0.6,            0.6,            1.2,            0.8,            0.6,            0.4,            0.1,            0.9,            6.1          ,0,0,-0.8
452,453,Jarrod Uthoff,WAS,27,7,4,3,7.6,2.7,            1.0,            2.6,38.9,            0.4,            1.3,33.3,0.3,0.3,100,            0.3,            0.6,            0.9,            0.0,            0.0,            0.1,            0.0,            0.3,            4.2          ,0,0,1.4
453,454,Deonte Burton,OKC,26,39,22,17,9.1,2.7,            1.1,            3.2,34.4,            0.3,            1.4,18.9,0.2,0.4,57.1,            0.2,            1.3,            1.5,            0.4,            0.5,            0.2,            0.3,            0.9,            5.9          ,0,0,-2.6
454,454,Jarrell Brantley,UTA,24,9,3,6,10.7,2.7,            1.1,            3.1,35.7,            0.3,            1.4,23.1,0.1,0.2,50.0,            0.2,            2.0,            2.2,            1.2,            0.8,            0.3,            0.6,            0.8,            9.1          ,0,0,-4.1
455,456,Max Strus,CHI,24,2,0,2,3.1,2.5,            1.0,            1.5,66.7,            0.0,            0.5,0.0,0.5,0.5,100,            0.5,            0.0,            0.5,            0.0,            0.0,            0.0,            0.0,            0.5,            3.1          ,0,0,7.5
456,456,Ryan Anderson,HOU,32,2,1,1,7.0,2.5,            1.0,            3.5,28.6,            0.5,            2.5,20.0,0.0,0.0,0.0,            0.0,            3.5,            3.5,            1.0,            0.5,            0.5,            0.0,            0.5,            9.2          ,0,0,3.5
457,458,Justin James,SAC,23,36,14,22,6.5,2.5,            1.0,            2.3,41.7,            0.3,            0.8,31.0,0.3,0.6,47.6,            0.2,            0.7,            0.9,            0.5,            0.2,            0.2,            0.3,            0.5,            5.3          ,0,0,-0.7
458,459,Romeo Langford,BOS,20,32,22,10,11.6,2.5,            0.9,            2.5,35.0,            0.2,            0.8,18.5,0.6,0.8,72.0,            0.5,            0.8,            1.3,            0.4,            0.3,            0.3,            0.3,            1.0,            5.8          ,0,0,2.1
459,460,Gabe Vincent,MIA,24,9,5,4,9.2,2.4,            0.9,            4.1,21.6,            0.7,            3.0,22.2,0.0,0.0,0.0,            0.0,            0.6,            0.6,            0.7,            0.1,            0.6,            0.0,            0.7,            5.7          ,0,0,-3.4
460,461,Terance Mann,LAC,23,41,27,14,8.8,2.4,            0.9,            1.9,46.8,            0.2,            0.5,35.0,0.4,0.7,66.7,            0.2,            1.1,            1.3,            1.3,            0.4,            0.3,            0.1,            1.1,            6.7          ,1,0,-0.1
